상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
MA0106202201A0361706,현대리바트스타일샵강서전시장,,G2,소매,G211,가구 소매,G21101,가구 소매업,G47520,가구 소매업,11,서울특별시,11500,강서구,11500535,등촌3동,1150010200,등촌동,1150010200106720002,1,대지,672,2,서울특별시 강서구 등촌동 672-2,115002005007,서울특별시 강서구 공항대로,301,,1150010200106720002025299,,서울특별시 강서구 공항대로 301,157930,07591,,,,126.841199953645,37.5585382930351
MA0106202201A0035362,좋은사람들-예스,노원점,G2,소매,G209,섬유·의복·신발 소매,G20905,기타 의류 소매업,G47413,속옷 및 잠옷 소매업,11,서울특별시,11350,노원구,11350640,상계2동,1135010500,상계동,1135010500107160003,1,대지,716,3,서울특별시 노원구 상계동 716-3,113503005047,서울특별시 노원구 노해로,491,,1135010500107160003007615,,서울특별시 노원구 노해로 491,139821,01695,,,,127.062634349979,37.6550253527954
MA0101202503A0002995,지원회수산,,G2,소매,G205,식료품 소매,G20505,수산물 소매업,G47214,신선; 냉동 및 기타 수산물 소매업,11,서울특별시,11305,강북구,11305645,우이동,1130510300,수유동,1130510300102870000,1,대지,287,,서울특별시 강북구 수유동 287,113054124183,서울특별시 강북구 삼양로123길,1,,1130510300102870000035805,삼원빌딩,서울특별시 강북구 삼양로123길 1,142893,01030,,1,,127.015534628261,37.6447697496858
MA0101202503A0054018,대광부동산공인중개사사무소,,L1,부동산,L102,부동산 서비스,L10203,부동산 중개/대리업,L68221,부동산 중개 및 대리업,11,서울특별시,11500,강서구,11500591,화곡6동,1150010300,화곡동,1150010300109970023,1,대지,997,23,서울특별시 강서구 화곡동 997-23,115004145539,서울특별시 강서구 화곡로55길,15,,1150010300109970023014747,,서울특별시 강서구 화곡로55길 15,157916,07686,,1,,126.848976358191,37.5523946876947
MA0101202503A0011016,파리바게뜨관악벽산,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,11,서울특별시,11620,관악구,11620605,은천동,1162010100,봉천동,1162010100117080000,1,대지,1708,,서울특별시 관악구 봉천동 1708,116203120009,서울특별시 관악구 은천로,92,,1162010100117080001040068,봉천두산1단지,서울특별시 관악구 은천로 92,151782,08751,,1,,126.945376036612,37.4867774954063
MA0101202503A0001953,이채공방,,P1,교육,P105,일반 교육,P10501,입시·교과학원,P85501,일반 교과학원,11,서울특별시,11620,관악구,11620525,보라매동,1162010100,봉천동,1162010100107240007,1,대지,724,7,서울특별시 관악구 봉천동 724-7,116203005078,서울특별시 관악구 보라매로,53,,1162010100107240007037126,,서울특별시 관악구 보라매로 53,151830,08708,,2,,126.926972418845,37.4941558139788
MA0101202503A0055030,삼원파트너스,,M1,과학·기술,M107,본사·경영 컨설팅,M10703,경영 컨설팅업,M71531,경영 컨설팅업,11,서울특별시,11680,강남구,11680630,대치4동,1168010600,대치동,1168010600108900060,1,대지,890,60,서울특별시 강남구 대치동 890-60,116804166755,서울특별시 강남구 테헤란로70길,12,,1168010600108900060000001,H타워,서울특별시 강남구 테헤란로70길 12,135839,06193,,4,,127.053155483302,37.5047442382647
MA0101202503A0042196,흥도식당,등촌점,I2,음식,I203,일식,I20302,일식 카레/돈가스/덮밥,I56122,일식 음식점업,11,서울특별시,11500,강서구,11500520,등촌1동,1150010200,등촌동,1150010200107270000,1,대지,727,,서울특별시 강서구 등촌동 727,115003115008,서울특별시 강서구 양천로,620,,1150010200106330012026964,등촌지와인아파트,서울특별시 강서구 양천로 620,157031,07553,,1,,126.866525661136,37.5541637646768
MA0101202503A0069028,우수공인중개사사무소,,L1,부동산,L102,부동산 서비스,L10203,부동산 중개/대리업,L68221,부동산 중개 및 대리업,11,서울특별시,11650,서초구,11650520,서초2동,1165010800,서초동,1165010800113300003,1,대지,1330,3,서울특별시 서초구 서초동 1330-3,116504163433,서울특별시 서초구 서초대로74길,45,,1165010800113300003022488,비1층,서울특별시 서초구 서초대로74길 45,137858,06626,,,,127.028100398859,37.4936704790448
MA0101202503A0024377,수,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11230,동대문구,11230600,답십리1동,1123010500,답십리동,1123010500104930005,1,대지,493,5,서울특별시 동대문구 답십리동 493-5,112302000008,서울특별시 동대문구 천호대로,307,,1123010500104930006019408,클래식타워,서울특별시 동대문구 천호대로 307,130805,02604,,1,,127.054681649147,37.5658494037618
MA0106202405A1910096,김영주에프엔씨군자3,10호점,G2,소매,G209,섬유·의복·신발 소매,G20905,기타 의류 소매업,G47419,기타 의복 소매업,11,서울특별시,11215,광진구,11215780,능동,1121510200,능동,1121510200102750005,1,대지,275,5,서울특별시 광진구 능동 275-5,112152000008,서울특별시 광진구 천호대로,550,,1121510200102750005000002,,서울특별시 광진구 천호대로 550,143847,04997,,,,127.079008331825,37.5573572533585
MA0106202506A1721767,로이드밤 구산역점,,S2,수리·개인,S207,이용·미용,S20701,미용실,S96111,이용업,11,서울특별시,11380,은평구,11380552,갈현2동,1138010400,갈현동,1138010400104650023,1,대지,465,23,서울특별시 은평구 갈현동 465-23,113803000007,서울특별시 은평구 서오릉로,150,,1138010400104650023031824,,서울특별시 은평구 서오릉로 150,122813,03336,,,,126.916562160925,37.6119453678321
MA0106202411A0075228,빽다방홍익대제3기숙사점,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47121,슈퍼마켓,11,서울특별시,11440,마포구,11440720,성산1동,1144012500,성산동,1144012500100390035,1,대지,39,35,서울특별시 마포구 성산동 39-35,114403113011,서울특별시 마포구 성미산로,55,,1144012500100390035000001,,서울특별시 마포구 성미산로 55,121843,03967,,,,126.914062826538,37.559496786214
MA0106202506A2312515,올때 붕어빵,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11710,송파구,11710647,위례동,1171010900,장지동,1171010900108950000,1,대지,895,,서울특별시 송파구 장지동 895,117103000238,서울특별시 송파구 위례광장로,270,,1171010900103930003000001,송파와이즈더샵,서울특별시 송파구 위례광장로 270,138926,05852,,,,127.143670331835,37.4770709920022
MA0106202401A0923299,이마트24이대아산공학관점,,G2,소매,G213,오락용품 소매,G21302,문구/회화용품 소매업,G47612,문구용품 및 회화용품 소매업,11,서울특별시,11410,서대문구,11410585,신촌동,1141011200,대현동,1141011200100110001,1,대지,11,1,서울특별시 서대문구 대현동 11-1,114104136322,서울특별시 서대문구 이화여대길,52,,1141011000100011612026014,,서울특별시 서대문구 이화여대길 52,120750,03760,,,,126.95032234189,37.5642928921539
MA0106202409A0017792,모노글로트,,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101660010,1,대지,166,10,서울특별시 마포구 동교동 166-10,114404139620,서울특별시 마포구 홍익로6길,67,,1144012100101660010011791,,서울특별시 마포구 홍익로6길 67,121818,04051,,,,126.924783494735,37.5569362611448
MA0106202506A2277676,헬스개인레슨,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,11,서울특별시,11560,영등포구,11560710,대림2동,1156013300,대림동,1156013300110810102,1,대지,1081,102,서울특별시 영등포구 대림동 1081-102,115603000026,서울특별시 영등포구 디지털로,338,10,1156013300110810102003863,,서울특별시 영등포구 디지털로 338-10,150825,07448,,,,126.898970918873,37.4877650658984
MA0106202410A1023736,한수위학원,,P1,교육,P105,일반 교육,P10501,입시·교과학원,P85501,일반 교과학원,11,서울특별시,11500,강서구,11500611,발산1동,1150010600,내발산동,1150010600107180013,1,대지,718,13,서울특별시 강서구 내발산동 718-13,115004145053,서울특별시 강서구 강서로45나길,47,,1150010600107180013009024,,서울특별시 강서구 강서로45나길 47,157835,07639,,,,126.835446263076,37.5501781734755
MA0106202308A1681120,이마트24마포하늘공원점,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47121,슈퍼마켓,11,서울특별시,11440,마포구,11440740,상암동,1144012700,상암동,1144012700104810072,1,대지,481,72,서울특별시 마포구 상암동 481-72,114403113025,서울특별시 마포구 하늘공원로,95,,1144012700104810072129283,,서울특별시 마포구 하늘공원로 95,121832,03900,,,,126.886319292127,37.5690869587385
MA0106202406A0946374,씨제이푸드빌,,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,11,서울특별시,11140,중구,11140605,을지로동,1114015900,초동,1114015900101060009,1,대지,106,9,서울특별시 중구 초동 106-9,111403101002,서울특별시 중구 마른내로,34,,1114015900101060009023440,,서울특별시 중구 마른내로 34,100300,04555,,,,126.991692100245,37.5642309716437
MA0101202505A0077028,르토아먼트,,M1,과학·기술,M105,광고,M10501,광고 대행업,M71310,광고 대행업,11,서울특별시,11440,마포구,11440590,용강동,1144010400,도화동,1144010400105440000,1,대지,544,,서울특별시 마포구 도화동 544,114403113022,서울특별시 마포구 큰우물로,76,,1144010400105440000003652,고려,서울특별시 마포구 큰우물로 76,121704,04167,,4,,126.945947690867,37.5407659129121
MA0101202505A0054700,스테이더휴신촌,,I1,숙박,I101,일반 숙박,I10103,펜션,I55104,민박업,11,서울특별시,11440,마포구,11440600,대흥동,1144011000,노고산동,1144011000100040089,1,대지,4,89,서울특별시 마포구 노고산동 4-89,114404139399,서울특별시 마포구 신촌로24길,35,,1144011000100040089006900,,서울특별시 마포구 신촌로24길 35,121806,04108,,4,,126.941818094885,37.554783490225
MA0101202505A0042596,유니디스트리,,G2,소매,G218,장식품 소매,G21802,기념품점,G47842,기념품; 관광 민예품 및 장식용품 소매업,11,서울특별시,11470,양천구,11470530,목3동,1147010200,목동,1147010200106100016,1,대지,610,16,서울특별시 양천구 목동 610-16,114704142195,서울특별시 양천구 목동중앙북로7가길,7,,1147010200106100016018039,,서울특별시 양천구 목동중앙북로7가길 7,158811,07946,,2,,126.866829989831,37.548496833133
MA0101202505A0092384,참약국,,G2,소매,G215,의약·화장품 소매,G21501,약국,G47811,의약품 및 의료용품 소매업,11,서울특별시,11260,중랑구,11260580,상봉1동,1126010200,상봉동,1126010200102020001,1,대지,202,1,서울특별시 중랑구 상봉동 202-1,112604118406,서울특별시 중랑구 상봉중앙로1길,12,,1126010200102020001017617,,서울특별시 중랑구 상봉중앙로1길 12,131862,02091,,1,,127.087421459046,37.5996259552335
MA0101202505A0032134,스크리닝X,,M1,과학·기술,M105,광고,M10501,광고 대행업,M71310,광고 대행업,11,서울특별시,11170,용산구,11170555,청파동,1117010900,청파동1가,1117010900100970011,1,대지,97,11,서울특별시 용산구 청파동1가 97-11,111704106375,서울특별시 용산구 청파로63가길,41,7,1117010900100970011022811,미샹보르10차,서울특별시 용산구 청파로63가길 41-7,140869,04307,,5,,126.967409398571,37.5478105909125
MA0101202505A0057157,홍준,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11710,송파구,11710590,송파2동,1171010400,송파동,1171010400101030009,1,대지,103,9,서울특별시 송파구 송파동 103-9,117104169311,서울특별시 송파구 송이로2길,4,,1171010400101030009011739,,서울특별시 송파구 송이로2길 4,138854,05675,,1,,127.11449804511,37.5040159439986
MA0101202505A0036454,승리종합보수,,S2,수리·개인,S206,기타 가정용품 수리,S20699,그 외 기타 개인/가정용품 수리업,S95399,그 외 기타 개인 및 가정용품 수리업,11,서울특별시,11320,도봉구,11320680,쌍문3동,1132010500,쌍문동,1132010500100880038,1,대지,88,38,서울특별시 도봉구 쌍문동 88-38,113204127021,서울특별시 도봉구 노해로60길,69,,1132010500100880038005424,,서울특별시 도봉구 노해로60길 69,132866,01443,,1,,127.033574975478,37.6483158705295
MA0101202505A0028566,파보네블루,,S2,수리·개인,S207,이용·미용,S20701,미용실,S96112,두발 미용업,11,서울특별시,11440,마포구,11440690,망원1동,1144012300,망원동,1144012300100570053,1,대지,57,53,서울특별시 마포구 망원동 57-53,114404139489,서울특별시 마포구 월드컵로17길,36,,1144012300100570053013481,,서울특별시 마포구 월드컵로17길 36,121820,04012,,1,,126.90795566388,37.5558161153131
MA0101202505A0005074,주노클린,,N1,시설관리·임대,N101,시설관리,N10101,사업시설 유지·관리 서비스업,N74100,사업시설 유지ㆍ관리 서비스업,11,서울특별시,11380,은평구,11380520,불광1동,1138010300,불광동,1138010300103310154,1,대지,331,154,서울특별시 은평구 불광동 331-154,113804133319,서울특별시 은평구 통일로78가길,13,28,1138010300103310154037528,,서울특별시 은평구 통일로78가길 13-28,122861,03352,,1,,126.927349555697,37.6182954596384
MA0106202201A0154202,벤제프청량리작영점,,G2,소매,G213,오락용품 소매,G21304,운동용품 소매업,G47631,운동 및 경기용품 소매업,11,서울특별시,11230,동대문구,11230705,청량리동,1123010700,청량리동,1123010700102350004,1,대지,235,4,서울특별시 동대문구 청량리동 235-4,112303105008,서울특별시 동대문구 왕산로,225,,1123010700102350004013811,,서울특별시 동대문구 왕산로 225,130867,02490,,,,127.047210123819,37.5821245926922
MA0101202505A0056089,당구장,코리아,R1,예술·스포츠,R103,스포츠 서비스,R10310,당구장,R91135,당구장 운영업,11,서울특별시,11500,강서구,11500603,가양1동,1150010500,마곡동,1150010500107960003,1,대지,796,3,서울특별시 강서구 마곡동 796-3,115003155046,서울특별시 강서구 마곡동로,62,,1150010500107960003000001,마곡사이언스타워,서울특별시 강서구 마곡동로 62,157805,07803,,6,,126.833895520125,37.560546473908
MA0106202209A0354311,현대리바트죠르제띠,논현점,G2,소매,G211,가구 소매,G21101,가구 소매업,G47520,가구 소매업,11,서울특별시,11680,강남구,11680521,논현1동,1168010800,논현동,1168010800101230002,1,대지,123,2,서울특별시 강남구 논현동 123-2,116803122011,서울특별시 강남구 학동로,118,,1168010800101230002007573,,서울특별시 강남구 학동로 118,135822,06111,,,,127.023922164961,37.5116284425862
MA0106202201A0521620,케이에프씨KFC연신내역,코리아,I2,음식,I210,기타 간이,I21003,피자,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,11,서울특별시,11380,은평구,11380570,대조동,1138010600,대조동,1138010600101850024,1,대지,185,24,서울특별시 은평구 대조동 185-24,113803111006,서울특별시 은평구 연서로,226,1,1138010600101850024027215,,서울특별시 은평구 연서로 226-1,122842,03385,,,,126.920530651243,37.6184262126869
MA0106202201A0636039,동방플러스,,G2,소매,G220,애완동물·용품 소매,G22001,애완동물/애완용품 소매업,G47852,애완용 동물 및 관련용품 소매업,11,서울특별시,11710,송파구,11710610,삼전동,1171010600,삼전동,1171010600100280022,1,대지,28,22,서울특별시 송파구 삼전동 28-22,117103123006,서울특별시 송파구 백제고분로,202,,1171010600100280022008004,,서울특별시 송파구 백제고분로 202,138837,05581,,,,127.089006048375,37.5038126507053
MA0106202201A0624550,아트박스,연신내점,G2,소매,G213,오락용품 소매,G21302,문구/회화용품 소매업,G47612,문구용품 및 회화용품 소매업,11,서울특별시,11380,은평구,11380552,갈현2동,1138010400,갈현동,1138010400104560027,1,대지,456,27,서울특별시 은평구 갈현동 456-27,113803111006,서울특별시 은평구 연서로,215,,1138010400104560027030446,,서울특별시 은평구 연서로 215,122959,03331,,,,126.919251339236,37.6178487120031
MA0101202505A0013146,헤이븐스테이,,I1,숙박,I101,일반 숙박,I10103,펜션,I55104,민박업,11,서울특별시,11650,서초구,11650610,방배2동,1165010100,방배동,1165010100109780004,1,대지,978,4,서울특별시 서초구 방배동 978-4,116504163624,서울특별시 서초구 효령로21길,20,,1165010100109780004012966,,서울특별시 서초구 효령로21길 20,137847,06688,,,,126.992492762098,37.4808882779699
MA0106202201A2215346,씨제이올리브영방이,시장점,G2,소매,G221,기타 상품 소매,G22199,그 외 기타 상품 전문 소매업,G47859,그 외 기타 분류 안된 상품 전문 소매업,11,서울특별시,11710,송파구,11710562,방이2동,1171011100,방이동,1171011100101100003,1,대지,110,3,서울특별시 송파구 방이동 110-3,117103123006,서울특별시 송파구 백제고분로,460,,1171011100101100003016490,,서울특별시 송파구 백제고분로 460,138830,05641,,,,127.113333130423,37.5114773844709
MA0106202201A0108709,에스케이렌터카㈜,,N1,시설관리·임대,N109,운송장비 대여,N10901,자동차 대여업,N76110,자동차 임대업,11,서울특별시,11110,종로구,11110530,사직동,1111011400,내자동,1111011400101980000,1,대지,198,,서울특별시 종로구 내자동 198,111104100135,서울특별시 종로구 사직로8길,21,2,1111011400101980000032614,,서울특별시 종로구 사직로8길 21-2,110054,03169,,,,126.971167327523,37.5746973106547
MA0106202201A0152406,오피스디포,코리아,G2,소매,G213,오락용품 소매,G21302,문구/회화용품 소매업,G47612,문구용품 및 회화용품 소매업,11,서울특별시,11680,강남구,11680531,논현2동,1168010800,논현동,1168010800100710002,1,대지,71,2,서울특별시 강남구 논현동 71-2,116803005086,서울특별시 강남구 언주로,711,,1168010800100710002005804,,서울특별시 강남구 언주로 711,135701,06050,,,,127.033436907948,37.5170772059504
MA0101202505A0045569,밖,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11440,마포구,11440660,서교동,1144012000,서교동,1144012000104040014,1,대지,404,14,서울특별시 마포구 서교동 404-14,114404139098,서울특별시 마포구 독막로9길,31,,1144012000104040014010913,SPACE,서울특별시 마포구 독막로9길 31,121895,04048,,3,,126.920162334991,37.5496982149354
MA0106202211A1308911,GS25연남공원점,,G2,소매,G204,종합 소매,G20405,편의점,G47121,슈퍼마켓,11,서울특별시,11440,마포구,11440710,연남동,1144012400,연남동,1144012400102570023,1,대지,257,23,서울특별시 마포구 연남동 257-23,114404139113,서울특별시 마포구 동교로29길,32,,1144012400102570023025263,,서울특별시 마포구 동교로29길 32,121865,03984,,,,126.923273142207,37.5619268117389
MA0101202505A0082859,히어로이엔지,,G2,소매,G221,기타 상품 소매,G22199,그 외 기타 상품 전문 소매업,G47859,그 외 기타 분류 안된 상품 전문 소매업,11,서울특별시,11545,금천구,11545670,시흥1동,1154510300,시흥동,1154510300110260000,1,대지,1026,,서울특별시 금천구 시흥동 1026,115452005010,서울특별시 금천구 시흥대로,165,,1154510300107890000000001,남서울힐스테이트,서울특별시 금천구 시흥대로 165,153031,08637,,,,126.900731012422,37.4479058450411
MA0101202505A0070189,청년클리닝,,N1,시설관리·임대,N102,청소·방제,N10201,건축물 일반 청소업,N74211,건축물 일반 청소업,11,서울특별시,11590,동작구,11590530,상도1동,1159010200,상도동,1159010200105000010,1,대지,500,10,서울특별시 동작구 상도동 500-10,115904157384,서울특별시 동작구 상도로61길,8,12,1159010200105000010020022,,서울특별시 동작구 상도로61길 8-12,156881,07027,,,,126.955660672025,37.4947376986931
MA0101202505A0057802,못난이분식,,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,11,서울특별시,11305,강북구,11305595,번1동,1130510200,번동,1130510200104160120,1,대지,416,120,서울특별시 강북구 번동 416-120,113054124566,서울특별시 강북구 한천로131길,21,,1130510200104160120017101,,서울특별시 강북구 한천로131길 21,142864,01064,,1,,127.027316383949,37.638343590961
MA0101202504A0034270,명동눈썹&입술&아이라인&두피막스브로우,,G2,소매,G215,의약·화장품 소매,G21503,화장품 소매업,G47813,화장품; 비누 및 방향제 소매업,11,서울특별시,11140,중구,11140550,명동,1114010500,을지로2가,1114010500101990041,1,대지,199,41,서울특별시 중구 을지로2가 199-41,111404103159,서울특별시 중구 명동7길,19,,1114010500101990041019478,중원빌딩,서울특별시 중구 명동7길 19,100845,04534,,8,,126.98421037192,37.5646626863106
MA0101202504A0012165,오비히로72,,M1,과학·기술,M115,기타 전문 과학,M11504,사업/무형 재산권 중개업,M73903,사업 및 무형 재산권 중개업,11,서울특별시,11620,관악구,11620725,조원동,1162010200,신림동,1162010200105390017,1,대지,539,17,서울특별시 관악구 신림동 539-17,116204160151,서울특별시 관악구 난곡로65길,30,,1162010200105390017008156,금호빌딩,서울특별시 관악구 난곡로65길 30,151876,08767,,,,126.912523236643,37.4822797278248
MA0101202503A0028824,인테리어세종,,M1,과학·기술,M112,전문 디자인,M11201,인테리어 디자인업,F42412,도배; 실내 장식 및 내장 목공사업,11,서울특별시,11230,동대문구,11230533,용두동,1123010200,용두동,1123010200100390968,1,대지,39,968,서울특별시 동대문구 용두동 39-968,112304115025,서울특별시 동대문구 고산자로28길,25,1,1123010200100390968038347,,서울특별시 동대문구 고산자로28길 25-1,130817,02564,,3,,127.03963247383,37.5752347756961
MA0101202505A0064051,서울남대문식당궁,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11140,중구,11140520,소공동,1114011700,남대문로4가,1114011700100180004,1,대지,18,4,서울특별시 중구 남대문로4가 18-4,111404103023,서울특별시 중구 남대문시장길,17,2,1114011700100180004021951,,서울특별시 중구 남대문시장길 17-2,100070,04528,,1,,126.977126175274,37.5603187229671
MA0101202504A0085965,푸른목장by일도씨,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11740,강동구,11740620,천호3동,1174010900,천호동,1174010900101610035,1,대지,161,35,서울특별시 강동구 천호동 161-35,117403124008,서울특별시 강동구 진황도로,60,,1174010900101610035000001,,서울특별시 강동구 진황도로 60,134864,05339,,2,,127.133252034614,37.5373603938621
MA0101202504A0065320,카츠돈냉면,,I2,음식,I201,한식,I20106,냉면/밀면,I56112,한식 면 요리 전문점,11,서울특별시,11470,양천구,11470650,신정4동,1147010100,신정동,1147010100109660026,1,대지,966,26,서울특별시 양천구 신정동 966-26,114704142291,서울특별시 양천구 오목로30길,23,,1147010100109660026002713,,서울특별시 양천구 오목로30길 23,158859,08026,,1,,126.854386559255,37.5229207764175
MA0101202503A0053025,마임안경원,,G2,소매,G216,안경·정밀기기 소매,G21602,안경렌즈 소매업,G47822,안경 및 렌즈 소매업,11,서울특별시,11380,은평구,11380520,불광1동,1138010300,불광동,1138010300103080010,1,대지,308,10,서울특별시 은평구 불광동 308-10,113803111006,서울특별시 은평구 연서로,246,,1138010300103080010046202,타워크리닉,서울특별시 은평구 연서로 246,122859,03350,,1,,126.922602823013,37.6190492715284
MA0101202504A0030451,에스디네트워크,,S2,수리·개인,S202,통신장비 수리,S20201,핸드폰/통신장비 수리업,S95120,통신장비 수리업,11,서울특별시,11290,성북구,11290770,장위2동,1129013800,장위동,1129013800100660009,1,대지,66,9,서울특별시 성북구 장위동 66-9,112904121778,서울특별시 성북구 화랑로33길,39,,1129013800100660009010254,청마빌딩,서울특별시 성북구 화랑로33길 39,136828,02771,,2,,127.05453410145,37.6118541454091
MA0101202504A0074499,제이에스에이컴퍼니,,N1,시설관리·임대,N108,기타 사업 서비스,N10802,전시/컨벤션/행사 대행 서비스업,N75992,전시; 컨벤션 및 행사 대행업,11,서울특별시,11680,강남구,11680521,논현1동,1168010800,논현동,1168010800100580002,1,대지,58,2,서울특별시 강남구 논현동 58-2,116803122011,서울특별시 강남구 학동로,165,,1168010800100580002027570,마일스디오빌,서울특별시 강남구 학동로 165,135815,06046,,2,,127.028877126001,37.5138798455251
MA0101202504A0110805,아이스크림살래포레점,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47216,빵류; 과자류 및 당류 소매업,11,서울특별시,11710,송파구,11710632,가락2동,1171010700,가락동,1171010700101660012,1,대지,166,12,서울특별시 송파구 가락동 166-12,117103000034,서울특별시 송파구 동남로,230,,1171010700101660012005201,에스아이팰리스송파포레,서울특별시 송파구 동남로 230,138810,05769,,1,,127.132999631783,37.4971579310906
MA0101202504A0085258,엠피에스,,M1,과학·기술,M112,전문 디자인,M11204,패션/섬유/기타 전문 디자인업,M73209,패션; 섬유류 및 기타 전문 디자인업,11,서울특별시,11305,강북구,11305595,번1동,1130510200,번동,1130510200104600020,1,대지,460,20,서울특별시 강북구 번동 460-20,113054124564,서울특별시 강북구 한천로130길,12,,1130510200104600020018262,,서울특별시 강북구 한천로130길 12,142865,01059,,,,127.030783291397,37.6382436289972
MA0101202504A0049340,코쿠,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11140,중구,11140650,신당5동,1114016200,신당동,1114016200100670079,1,대지,67,79,서울특별시 중구 신당동 67-79,111404103392,서울특별시 중구 퇴계로88길,53,,1114016200100670079005222,,서울특별시 중구 퇴계로88길 53,100818,04583,,1,,127.019943258245,37.5633736330029
MA0101202504A0100169,아르가막,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11350,노원구,11350580,월계3동,1135010200,월계동,1135010200100260011,1,대지,26,11,서울특별시 노원구 월계동 26-11,113503005046,서울특별시 노원구 화랑로,349,8,1135010200100260011019886,,서울특별시 노원구 화랑로 349-8,139840,01914,,,,127.066531522374,37.6155780841535
MA0101202504A0112898,신사반점,,I2,음식,I202,중식,I20201,중국집,I56121,중식 음식점업,11,서울특별시,11620,관악구,11620685,신사동,1162010200,신림동,1162010200105040020,1,대지,504,20,서울특별시 관악구 신림동 504-20,116203120010,서울특별시 관악구 조원로,124,,1162010200105040020015003,라임캐슬,서울특별시 관악구 조원로 124,151872,08762,,1,,126.916149440659,37.4850664727878
MA0101202504A0072165,에이바헤어,상암DMC점,S2,수리·개인,S207,이용·미용,S20701,미용실,S96112,두발 미용업,11,서울특별시,11440,마포구,11440740,상암동,1144012700,상암동,1144012700117360000,1,대지,1736,,서울특별시 마포구 상암동 1736,114403113019,서울특별시 마포구 월드컵북로,502,36,1144012700105940000000001,상암월드컵파크10단지,서울특별시 마포구 월드컵북로 502-36,121786,03918,,2,,126.881968086848,37.5863186990205
MA0101202504A0108725,트리밸류,,M1,과학·기술,M107,본사·경영 컨설팅,M10703,경영 컨설팅업,M71531,경영 컨설팅업,11,서울특별시,11710,송파구,11710642,문정2동,1171010800,문정동,1171010800106450000,1,대지,645,,서울특별시 송파구 문정동 645,117104853405,서울특별시 송파구 법원로11길,25,,1171010800103790007000001,에이치비지니스파크,서울특별시 송파구 법원로11길 25,138888,05836,,10,,127.116232783919,37.4849489526213
MA0106202512A1362306,문댄스스튜디오,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,11,서울특별시,11470,양천구,11470620,신정1동,1147010100,신정동,1147010100110200001,1,대지,1020,1,서울특별시 양천구 신정동 1020-1,114703114012,서울특별시 양천구 은행정로,14,,1147010100110200001006482,,서울특별시 양천구 은행정로 14,158861,08087,,,,126.859978700237,37.5208822638051
MA0106202511A0788738,빽다방연남,센트럴점,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11440,마포구,11440710,연남동,1144012400,연남동,1144012400102280044,1,대지,228,44,서울특별시 마포구 연남동 228-44,114403112014,서울특별시 마포구 동교로,252,,1144012400102280044023766,,서울특별시 마포구 동교로 252,121865,03982,,,,126.924574311403,37.5623601284369
MA0106202511A0137643,글로벌아이티정보기술,,G2,소매,G212,기타 생활용품 소매,G21202,주방/가정용품 소매업,G47599,그 외 기타 분류 안된 가정용품 소매업,11,서울특별시,11620,관악구,11620595,청룡동,1162010100,봉천동,1162010100108620001,1,대지,862,1,서울특별시 관악구 봉천동 862-1,116202000003,서울특별시 관악구 남부순환로,1820,,1162010100108620018040811,,서울특별시 관악구 남부순환로 1820,151836,08787,,,,126.952084789424,37.4809508815861
