"camis","dba","boro","building","street","zipcode","phone","cuisine_description","inspection_date","action","violation_code","violation_description","critical_flag","score","grade","grade_date","record_date","inspection_type","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta","location"
"50116505","SWEET TOOTH","Manhattan","42","WEST   42 STREET","10036","7186078306",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-06-29T06:00:24.000",,"40.754068239421","-73.982321170752","105","04","008400","1000000","1012570002","MN17","POINT (-73.982321170752 40.754068239421)"
"50177877","ICON HEALTHY LIFE LLC","Bronx","1231","EDWARD L GRANT HIGHWAY","10452","3478428671",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-06-29T06:00:24.000",,"40.836492882754","-73.922352024739","204","16","019900","2003083","2025060062","BX26","POINT (-73.922352024739 40.836492882754)"
"50186730","VALERIO'S TROPICAL BAKESHOP","Queens","59-21","ROOSEVELT AVENUE","11377","9095955555",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-06-29T06:00:24.000",,"40.745417416102","-73.905247601708","402","26","025900","4028342","4012300001","QN63","POINT (-73.905247601708 40.745417416102)"
"50186739","KEY NANA BISTRO","Queens","205-20","JAMAICA AVENUE","11423","6465291820",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-06-29T06:00:24.000",,"40.713676209805","-73.754774883385","412","27","050000","4231684","4108340033","QN07","POINT (-73.754774883385 40.713676209805)"
"50172489","CHOCOLAVA CORP.","Brooklyn","8404","5 AVENUE","11209","9174003544",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-06-29T06:00:24.000",,"40.622726639744","-74.02541399804","310","47","013800","3152816","3060260042","BK31","POINT (-74.02541399804 40.622726639744)"
"50175463","VANTAGE ROOFTOP","Brooklyn","360","JOHNSON AVENUE","11206","6467081212",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-06-29T06:00:24.000",,"40.707428213307","-73.934326242994","301","34","048500","3000000","3030740023","BK78","POINT (-73.934326242994 40.707428213307)"
"50187851","CATHAY PACIFIC JFK","0","N/A","N/A",,"7043284000",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-06-29T06:00:24.000",,,,,,,,,,
"50151753","AMAZING CHEF INC","Queens","20-22","COLLEGE POINT BOULEVARD","11356","9176223271",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-06-29T06:00:24.000",,"40.781062522891","-73.845985633548","407","19","092500","4623806","4041640029","QN23","POINT (-73.845985633548 40.781062522891)"
"50118662","MR. BUN","Brooklyn","2048","86 STREET","11214","7186762751","Chinese","2025-09-30T00:00:00.000","Violations were cited in the following area(s).","04M","Live roaches in facility's food or non-food area.","Critical","19","B","2025-09-30T00:00:00.000","2026-06-29T06:00:20.000","Cycle Inspection / Re-inspection","40.603911176063","-73.997126203723","311","47","028800","3166941","3063760044","BK28","POINT (-73.997126203723 40.603911176063)"
"50176448","MONKEY BROTHER'S NYC INC","Manhattan","206","AUDUBON AVENUE","10033","3479727197",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-06-29T06:00:24.000",,"40.845121944479","-73.934984938786","112","10","026100","1063221","1021330020","MN36","POINT (-73.934984938786 40.845121944479)"
"50135324","B2J TASTY POT","Queens","42-18","BELL BOULEVARD","11361","4258983039","Chinese","2023-07-31T00:00:00.000","Violations were cited in the following area(s).","09B","Thawing procedure improper.","Not Critical","37","C","2023-07-31T00:00:00.000","2026-06-29T06:00:20.000","Pre-permit (Operational) / Re-inspection","40.762323911145","-73.770366560315","411","19","146700","4138219","4062847502","QN46","POINT (-73.770366560315 40.762323911145)"
"50119321","GRAB & GO","Bronx","441","EAST FORDHAM ROAD","10458","6467998408","Sandwiches","2023-08-23T00:00:00.000","No violations were recorded at the time of this inspection.",,,"Not Applicable","0",,,"2026-06-29T06:00:20.000","Pre-permit (Non-operational) / Initial Inspection","40.860726736162","-73.889533661913","206","15","039700","2102025","2032730001","BX06","POINT (-73.889533661913 40.860726736162)"
"50180422","ELITE LAB","Queens","193-12","LINDEN BOULEVARD","11412","3473038097",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-06-29T06:00:24.000",,"40.692743884034","-73.758360882712","412","27","039400","4271603","4126100105","QN08","POINT (-73.758360882712 40.692743884034)"
"50169423","BAULI","Manhattan","866","BROADWAY","10003","6469326761",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-06-29T06:00:24.000",,"40.737455140594","-73.990217372423","105","02","005200","1016136","1008460056","MN13","POINT (-73.990217372423 40.737455140594)"
"50185990","SAVOR COFFEE & MORE","Manhattan","621","AMSTERDAM AVENUE","10024","9149244485",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-06-29T06:00:24.000",,"40.790376803855","-73.973033873155","107","06","017700","1032489","1012210001","MN12","POINT (-73.973033873155 40.790376803855)"
"50156196","GINGER AND GLATT LTD","Manhattan","750","8 AVENUE","10036","3474611355",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-06-29T06:00:24.000",,"40.759871379059","-73.987849705278","105","03","012500","1024736","1010187502","MN17","POINT (-73.987849705278 40.759871379059)"
"50160892","THE THREE MONKEYS","Manhattan","832","8 AVENUE","10019","2017447920",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-06-29T06:00:24.000",,"40.762437515193","-73.985982941416","105","03","013100","1024809","1010220002","MN17","POINT (-73.985982941416 40.762437515193)"
"50188047","CHUBBY BOWLS LLC","Manhattan","809","BROADWAY","10003","7068882268",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-06-29T06:00:24.000",,"40.732797356225","-73.991213933366","102","02","006100","1009137","1005637503","MN23","POINT (-73.991213933366 40.732797356225)"
"50155563","PHOENIX","Manhattan","447","EAST   13 STREET","10009","3472812503",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-06-29T06:00:24.000",,"40.73020796737","-73.982002796266","103","02","003400","1006022","1004410035","MN22","POINT (-73.982002796266 40.73020796737)"
"50178510","LEAP SERVICES, INC.","Manhattan","154","WEST   34 STREET","10001","2245654161",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-06-29T06:00:24.000",,"40.75056407541","-73.989648794466","105","03","010100","1015214","1008090073","MN17","POINT (-73.989648794466 40.75056407541)"
"50186790","FELICE","Manhattan","167","EAST   61 STREET","10065","6462510680",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-06-29T06:00:24.000",,"40.763169084385","-73.966525464829","108","04","011402","1041986","1013960033","MN40","POINT (-73.966525464829 40.763169084385)"
"50185498","CASA FARINA","Manhattan","1132","LEXINGTON AVENUE","10075","2019210270",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-06-29T06:00:24.000",,"40.77466447012","-73.959118101119","108","04","014000","1043258","1014130056","MN40","POINT (-73.959118101119 40.77466447012)"
"50149284","HUTCH & WALDO","Manhattan","1","NORTH END AVENUE","10282","6462663648","Australian","2024-11-25T00:00:00.000","No violations were recorded at the time of this inspection.",,,"Not Applicable",,,,"2026-06-29T06:00:21.000","Administrative Miscellaneous / Re-inspection","40.714074417833","-74.01673030246","101","01","031703","1085502","1000160225","MN25","POINT (-74.01673030246 40.714074417833)"
"41395379","CITI FIELD STAND 114","Queens","000","126th & ROOSEVELT AVENUE",,"7185958100","American","2024-09-20T00:00:00.000","No violations were recorded at the time of this inspection.",,,"Not Applicable","0","A","2024-09-20T00:00:00.000","2026-06-29T06:00:20.000","Cycle Inspection / Initial Inspection","0","0",,,,,"4",,
"50170422","THE TOWN HALL","Manhattan","123","WEST   43 STREET","10036","2125825472",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-06-29T06:00:24.000",,"40.755836163663","-73.984381720672","105","04","011900","1022615","1009960021","MN17","POINT (-73.984381720672 40.755836163663)"
"50009999","MEXICAN GRILL","Bronx",,"HUNTS POINT TERMINAL MARKET","10474","9178644738","Mexican","2023-02-02T00:00:00.000","Violations were cited in the following area(s).","04A","Food Protection Certificate (FPC) not held by manager or supervisor of food operations.","Critical","32",,,"2026-06-29T06:00:20.000","Cycle Inspection / Initial Inspection",,,,,,,,,
"40876078","CIPRIANI DOLCI","Manhattan",,"GRAND CENTRAL TERMINAL","10017","2129730999","Italian","2022-02-10T00:00:00.000","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical","16",,,"2026-06-29T06:00:20.000","Cycle Inspection / Initial Inspection",,,,,,,,,
"50182126","BROOKLYN GAME KNIGHT INC","Brooklyn","86","34 STREET","11232","6464369667",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-06-29T06:00:24.000",,"40.657198260072","-74.00619911418","307","38","001800","3336900","3006870001","BK32","POINT (-74.00619911418 40.657198260072)"
"50136100","EL PASO COFFEE SHOP","0","598","RICHMOND RD","10304","7187640037","Spanish","2023-06-26T00:00:00.000","Violations were cited in the following area(s).","06F","Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.","Critical","32",,,"2026-06-29T06:00:20.000","Pre-permit (Operational) / Initial Inspection",,,,,,,,,
"50180104","CAFE COMMERCE","Manhattan","964","LEXINGTON AVENUE","10021","2123908106",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-06-29T06:00:24.000",,"40.769275102625","-73.963049347267","108","04","012800","1042724","1014050016","MN40","POINT (-73.963049347267 40.769275102625)"
"40549443","J.J. GARDEN","Queens","75-21","31 AVENUE","11370","7188986686","Chinese","2025-09-10T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","32",,,"2026-06-29T06:00:20.000","Cycle Inspection / Initial Inspection","40.758580814687","-73.892259348177","403","25","030903","4439602","4011240001","QN28","POINT (-73.892259348177 40.758580814687)"
"50106006","787 COFFEE","Manhattan","100","LEXINGTON AVENUE","10016","9174004212","Coffee/Tea","2025-08-14T00:00:00.000","No violations were recorded at the time of this inspection.",,,"Not Applicable",,,,"2026-06-29T06:00:20.000","Administrative Miscellaneous / Initial Inspection","40.742205496564","-73.983089386167","105","02","006800","1018167","1008830020","MN21","POINT (-73.983089386167 40.742205496564)"
"50179746","JIU YU JU","Queens","44-12","KISSENA BOULEVARD","11355","7184516028","Chinese","2026-03-11T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","75",,,"2026-06-29T06:00:20.000","Pre-permit (Operational) / Initial Inspection","40.753514909887","-73.82236846823","407","20","079701","4115907","4051370110","QN22","POINT (-73.82236846823 40.753514909887)"
"50187058","LIBERTY BAGELS & GRILL","Queens","31-24","GREENPOINT AVENUE","11101","9174340174",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-06-29T06:00:24.000",,"40.734622234374","-73.937189618253","402","26","019900","4003705","4003110014","QN31","POINT (-73.937189618253 40.734622234374)"
"50188210","EL GALLO TAQUERIA","Staten Island","12","ST PAULS AVENUE","10301","9173354643",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-06-29T06:00:24.000",,"40.637478080439","-74.07798479147","501","49","001700","5113135","5005690047","SI37","POINT (-74.07798479147 40.637478080439)"
"50182163","SAMRAH COFFEE","Queens","24-09","STEINWAY STREET","11103","3474006350",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-06-29T06:00:24.000",,"40.768681172713","-73.911062890941","401","22","014100","4011504","4006860010","QN70","POINT (-73.911062890941 40.768681172713)"
"50070163","SHAH'S HALAL FOOD","Queens",,"JFK AIRPORT","11430","6467637434","Pizza","2023-04-06T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","36",,,"2026-06-29T06:00:20.000","Cycle Inspection / Initial Inspection",,,,,,,,,
"50092720","TROPICAL SHACK","Brooklyn","3029","STILLWELL AVENUE","11224","3477284781",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-06-29T06:00:24.000",,"40.574551384379","-73.981004597151","313","47","035200","3000000","3086950433","BK21","POINT (-73.981004597151 40.574551384379)"
"50180815","SWEETEA","Manhattan","28","EAST   33 STREET","10016","9173063453","Coffee/Tea","2026-02-13T00:00:00.000","No violations were recorded at the time of this inspection.",,,"Not Applicable","0",,,"2026-06-29T06:00:20.000","Pre-permit (Non-operational) / Re-inspection","40.746986891733","-73.983221701259","105","04","007400","1080790","1008620051","MN17","POINT (-73.983221701259 40.746986891733)"
"50183197","O'S NATURAL","Brooklyn","683","MYRTLE AVENUE","11205","7183882202",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-06-29T06:00:24.000",,"40.694603994123","-73.955918225228","303","33","123700","3048424","3017340044","BK75","POINT (-73.955918225228 40.694603994123)"
"50182537","PJ'S GRILL","Bronx","3841","EAST TREMONT AVENUE","10465","3478451691",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-06-29T06:00:24.000",,"40.823944431264","-73.820004583712","210","13","015800","2097489","2054390022","BX52","POINT (-73.820004583712 40.823944431264)"
"50182991","TACO ACP INC","Manhattan","2090","7 AVENUE","10027","6316803773",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-06-29T06:00:24.000",,"40.808632014688","-73.94858155242","110","09","022200","1058640","1019300030","MN11","POINT (-73.94858155242 40.808632014688)"
"50183646","LFC W26 LLC","Manhattan","100","PEARL STREET","10004","9175650578",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-06-29T06:00:24.000",,"40.704279137344","-74.009784953715","101","01","000900","1000855","1000307501","MN25","POINT (-74.009784953715 40.704279137344)"
"50178499","Big Blue Seafood & Grill","Manhattan","55","WEST   44 STREET","10036","2123555542",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-06-29T06:00:24.000",,"40.755509134595","-73.981660252756","105","04","009600","1034219","1012600010","MN17","POINT (-73.981660252756 40.755509134595)"
"41063300","CENTRE PIZZA","Queens","25425","HORACE HARDING EXPRESS",,"7182299879","Italian","2023-10-24T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","13","A","2023-10-24T00:00:00.000","2026-06-29T06:00:20.000","Cycle Inspection / Initial Inspection","0","0",,,,,"4",,
"50018892","NEW HO WAH","Queens","42-01","BROADWAY","11103","7189561849","Chinese","2025-07-24T00:00:00.000","Establishment re-closed by DOHMH.","04K","Evidence of rats or live rats in establishment's food or non-food areas.","Critical","10",,,"2026-06-29T06:00:20.000","Cycle Inspection / Reopening Inspection","40.758167904608","-73.91727831361","401","22","015500","4436925","4006920008","QN70","POINT (-73.91727831361 40.758167904608)"
"50183630","MJ JUICE BAR LLC","Queens","65-04","FRESH POND ROAD","11385","4082505455",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-06-29T06:00:24.000",,"40.709557036636","-73.898831457071","405","30","059300","4084781","4035260065","QN20","POINT (-73.898831457071 40.709557036636)"
"50167923","JALOPY THEATRE","Brooklyn","315","COLUMBIA STREET","11231","7183953214",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-06-29T06:00:24.000",,"40.681495110769","-74.004387837958","306","39","005100","3005185","3003630006","BK33","POINT (-74.004387837958 40.681495110769)"
"50116093","ATOMIC WINGS","Queens","60-51","MYRTLE AVENUE","11385","9174064476","Chicken","2025-01-13T00:00:00.000","No violations were recorded at the time of this inspection.",,,"Not Applicable",,,,"2026-06-29T06:00:20.000","Administrative Miscellaneous / Initial Inspection","40.700637158263","-73.896464757961","405","30","058300","4084499","4035180027","QN20","POINT (-73.896464757961 40.700637158263)"
"50162382","BEARD PAPA'S EAST VILLAGE, INC.","Manhattan","1","HERALD SQUARE","10001","7186834781",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-06-29T06:00:24.000",,"40.750541907818","-73.987541021756","105","04","010900","1089436","1008100045","MN17","POINT (-73.987541021756 40.750541907818)"
"50124544","LION'S GATE GRILL","Manhattan","1000S","S 8TH AVE",,"7183094906","Chinese","2024-07-18T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","12","A","2024-07-18T00:00:00.000","2026-06-29T06:00:20.000","Cycle Inspection / Initial Inspection","0","0",,,,,"1",,
"50183707","YOYO CHICKEN","Brooklyn","2238","BATH AVENUE","11214","3474224500",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-06-29T06:00:24.000",,"40.59776282764","-73.996222639556","311","47","029400","3169034","3064490034","BK28","POINT (-73.996222639556 40.59776282764)"
"50088951","RICO POLLO #1","Queens","55-37","MYRTLE AVENUE","11385","7184971000","Latin American","2023-06-27T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","10","A","2023-06-27T00:00:00.000","2026-06-29T06:00:20.000","Cycle Inspection / Initial Inspection","40.699987763378","-73.90739695243","405","34","055100","4082439","4034510004","QN20","POINT (-73.90739695243 40.699987763378)"
"50180549","MEDUSA","Brooklyn","618","GRAND STREET","11211","6315537287",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-06-29T06:00:24.000",,"40.711277719083","-73.947585640628","301","34","050300","3069537","3027860025","BK90","POINT (-73.947585640628 40.711277719083)"
"50180876","DONER HAUS","Queens","45-21","GREENPOINT AVENUE","11104","7182551425",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-06-29T06:00:24.000",,"40.74194254498","-73.919633391189","402","26","018300","4001953","4001640001","QN31","POINT (-73.919633391189 40.74194254498)"
"50069838","FOREVER JERK","Queens","145-94","GUY R BREWER BOULEVARD","11434","7189782222","Caribbean","2026-03-12T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","41","C","2026-03-12T00:00:00.000","2026-06-29T06:00:20.000","Cycle Inspection / Re-inspection","40.663617979214","-73.768523347879","413","31","032000","4285463","4133100048","QN03","POINT (-73.768523347879 40.663617979214)"
"40852833","BID RESTAURANT","Manhattan","1334","YORK AVENUE","10021","2125647530",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-06-29T06:00:24.000",,"40.766307545837","-73.954126922317","108","05","012400","1046257","1014830001","MN31","POINT (-73.954126922317 40.766307545837)"
"50180234","BIRCH BUILT BEANERY","Queens","30-08","37 STREET","11103","7184408465",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-06-29T06:00:24.000",,"40.764156763627","-73.916992880697","401","22","006300","4010016","4006510049","QN70","POINT (-73.916992880697 40.764156763627)"
"50184829","SEA","Manhattan","151","WEST   30 STREET","10001","3322815265",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-06-29T06:00:24.000",,"40.747882561927","-73.991053137501","105","03","010100","1015157","1008060006","MN17","POINT (-73.991053137501 40.747882561927)"
"50180507","LINCOLN STATION","Brooklyn","170","7 AVENUE","11215","9173316738",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-06-29T06:00:24.000",,"40.671803926156","-73.977494431408","306","39","015700","3020693","3009660048","BK37","POINT (-73.977494431408 40.671803926156)"
"50138422","Bronxlandia","Bronx","910","HUNTS POINT AVENUE","10474","9175335540",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-06-29T06:00:24.000",,"40.819773089536","-73.890154692115","202","17","011502","2006003","2027410001","BX27","POINT (-73.890154692115 40.819773089536)"
"50168119","EUGENE O'NEILL THEATRE","Manhattan","230","WEST   49 STREET","10019","9142154090",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-06-29T06:00:24.000",,"40.761048562752","-73.985149376286","105","03","012500","1024783","1010200053","MN17","POINT (-73.985149376286 40.761048562752)"
"50187190","NEPITA ICE CREAM LLC","Manhattan","15","8 AVENUE","10014","3472240228",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-06-29T06:00:24.000",,"40.73772445083","-74.004636933759","102","03","007700","1011442","1006250042","MN23","POINT (-74.004636933759 40.73772445083)"
"50186737","AUNTEA JENNY OPERATION MANAGEMENT (NY) LLC","Manhattan","552","LAGUARDIA PLACE","10012","6468696666",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-06-29T06:00:24.000",,"40.728883644234","-73.998257322389","102","02","006500","1008650","1005377501","MN23","POINT (-73.998257322389 40.728883644234)"
"50037651","SABOR TROPICAL","Manhattan","143","SHERMAN AVENUE","10034","3472170425","Latin American","2026-06-24T00:00:00.000","No violations were recorded at the time of this inspection.",,,"Not Applicable",,,,"2026-06-29T06:00:20.000","Administrative Miscellaneous / Initial Inspection","40.864533768203","-73.923367628751","112","10","029100","1064764","1022210001","MN01","POINT (-73.923367628751 40.864533768203)"
"50044598","HOT DOG CONCESSION","Manhattan","4","PENN PLAZA","10121","2124656273","Hotdogs/Pretzels","2023-04-29T00:00:00.000","No violations were recorded at the time of this inspection.",,,"Not Applicable","0","A","2023-04-29T00:00:00.000","2026-06-29T06:00:20.000","Cycle Inspection / Initial Inspection","40.750654836632","-73.991944239076","105","03","010100","1082908","1007810001","MN17","POINT (-73.991944239076 40.750654836632)"
"41403323","BLUE RUIN","Manhattan","538","9 AVENUE","10018","9173467043","American","2022-03-28T00:00:00.000","Violations were cited in the following area(s).","15F1","Ashtrays in smoke-free area","Not Applicable",,,,"2026-06-29T06:00:20.000","Smoke-Free Air Act / Initial Inspection","40.756945935849","-73.993690499481","104","03","011500","1013697","1007630073","MN15","POINT (-73.993690499481 40.756945935849)"
"50136159","CONEY ISLAND SHACK TACOS LLC","Manhattan","NKA","HIGH SPACE PARK 15ST BY W/S HWY","10004","3478568356",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-06-29T06:00:24.000",,,,,,,,,,
"40513021","BLUE MOUNTAIN RESTAURANT & JERK CENTER","Brooklyn","169597","UTICA AVENUE",,"7183382968","Caribbean","2022-11-23T00:00:00.000","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","67",,,"2026-06-29T06:00:20.000","Cycle Inspection / Initial Inspection","0","0",,,,,"3",,
"50010956","ROYAL QUEEN ()","Queens","136-20","ROOSEVELT AVENUE","11354","7183583388","Chinese","2025-10-17T00:00:00.000","Violations were cited in the following area(s).","04M","Live roaches in facility's food or non-food area.","Critical","21","B","2025-10-17T00:00:00.000","2026-06-29T06:00:20.000","Cycle Inspection / Re-inspection","40.759777908235","-73.829235428489","407","20","085300","4113546","4050190005","QN22","POINT (-73.829235428489 40.759777908235)"
"50183573","HUEHOUSE","Manhattan","56","EAST   41 STREET","10017","9177703327",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-06-29T06:00:24.000",,"40.751860920294","-73.979152813103","105","04","008200","1035329","1012750143","MN20","POINT (-73.979152813103 40.751860920294)"
"50179394","MUNCHY MUNCHY CORP.","Manhattan","WEST 59 ST","COLUMBUS CIRCLE","10023","6466372137",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-06-29T06:00:24.000",,,,,,,,,,
"50177503","JG DUMBO LLC","Manhattan","55","WATER STREET","10041","6466021270",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-06-29T06:00:24.000",,"40.703590200178","-74.009781245549","101","01","000900","1083346","1000327501","MN25","POINT (-74.009781245549 40.703590200178)"
"50185236","ABVE CORP","Brooklyn","6803","3 AVENUE","11220","7183335516",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-06-29T06:00:24.000",,"40.636337937481","-74.025783105255","310","47","006800","3145196","3058637501","BK31","POINT (-74.025783105255 40.636337937481)"
"50181940","MEDIA BRANDS #4194","Manhattan","100","WEST   33 STREET","10001","7327785266",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-06-29T06:00:24.000",,"40.749293159074","-73.988674525486","105","03","010100","1015190","1008080040","MN17","POINT (-73.988674525486 40.749293159074)"
"50070991","AMY'S BREAD","Manhattan","1220","5 AVENUE","10029","9174923478","Bakery Products/Desserts","2025-11-05T00:00:00.000","No violations were recorded at the time of this inspection.",,,"Not Applicable","0","A","2025-11-05T00:00:00.000","2026-06-29T06:00:20.000","Cycle Inspection / Initial Inspection","40.792431431008","-73.952447568724","111","08","016800","1074157","1016090001","MN33","POINT (-73.952447568724 40.792431431008)"
"50168922","ESMEILY & EMILIO'S INC","Brooklyn","2053B","PITKIN AVENUE","11207","9297143145",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-06-29T06:00:24.000",,"40.671773302687","-73.896697193689","305","37","114400","3083790","3037200001","BK85","POINT (-73.896697193689 40.671773302687)"
"50175281","STRAWBERRO LLC","Manhattan","42","BROADWAY","10004","2015460996",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-06-29T06:00:24.000",,"40.706263297358","-74.012908734166","101","01","000900","1000812","1000220020","MN25","POINT (-74.012908734166 40.706263297358)"
"50180772","NOIR. RESTAURANT LOUNGE LLC","Bronx","3638","BAILEY AVENUE","10463","2039973750",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-06-29T06:00:24.000",,"40.883436722172","-73.898583922612","208","11","027900","2015986","2032620058","BX28","POINT (-73.898583922612 40.883436722172)"
"50184556","DON ROBERTO'S CLASSIC ITALIAN","Staten Island","616","FOREST AVENUE","10310","3476725335",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-06-29T06:00:24.000",,"40.629956120706","-74.109668580305","501","49","012100","5007679","5002850001","SI35","POINT (-74.109668580305 40.629956120706)"
"41482516","SHANGERILA RESTAURANT","Bronx","289395","BUHRE AVENUE",,"7188286080","Japanese","2024-07-30T00:00:00.000","Violations were cited in the following area(s).","10G","Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.","Not Critical","26",,,"2026-06-29T06:00:20.000","Cycle Inspection / Initial Inspection","0","0",,,,,"2",,
"50187518","LE SWIRLS","Brooklyn","1223","SURF AVENUE","11224","9292100300",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-06-29T06:00:24.000",,"40.575547631002","-73.98034196547","313","47","035000","3196563","3072660261","BK23","POINT (-73.98034196547 40.575547631002)"
"50161878","CITY SCOOPS","Manhattan","145","4 AVENUE","10003","5166036345",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-06-29T06:00:24.000",,"40.733908875254","-73.989871498136","103","02","004200","1077569","1005590009","MN22","POINT (-73.989871498136 40.733908875254)"
"50164522","PARK ROSE / GOLDEN CHILD","Manhattan","444","PARK AVENUE SOUTH","10016","9179030743",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-06-29T06:00:24.000",,"40.744697739719","-73.983081533353","105","02","007400","1016966","1008600037","MN17","POINT (-73.983081533353 40.744697739719)"
"50148906","MAKARA","Queens","81-14","NORTHERN BOULEVARD","11372","7184339379",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-06-29T06:00:24.000",,"40.755470504891","-73.886063317315","403","25","028300","4028775","4012540006","QN28","POINT (-73.886063317315 40.755470504891)"
"50006741","GRACE CAFE","Manhattan","572","8 AVENUE","10018","2129218141","American","2023-02-10T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","22","B","2023-02-10T00:00:00.000","2026-06-29T06:00:20.000","Cycle Inspection / Re-inspection","40.754821353032","-73.991532257266","105","03","011300","1014470","1007880001","MN17","POINT (-73.991532257266 40.754821353032)"
